"event-id","visible","timestamp","location-long","location-lat","comments","modelled","study-specific-measurement","tag-tech-spec","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","OSU Ocean NPP 0.083deg Monthly NPP","ECMWF Interim Full Daily SFC Sea Ice Cover","ETOPO1 Elevation","ECMWF Interim Full Daily SFC Sea Surface Temperature"
"1940514590","true","2013-12-03 16:35:44.000","2.543922896","-70.01186683","97052.94254-2184448.864","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","22.985030031310554","0.9030950693546487","-78","271.46020507812494"
"1940514591","true","2013-12-03 17:05:44.000","2.575726569","-69.94086272","98621.47793-2192308.57","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","22.166493994963268","0.90308710657554","-704","271.460205078125"
"1940514592","true","2013-12-03 17:35:44.000","2.60535582","-69.87134947","100107.783-2200006.459","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","22.03422936748825","0.902950471122309","-1228","271.46020507812494"
"1940514593","true","2013-12-03 18:05:44.000","2.637885425","-69.80514253","101696.9192-2207331.172","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","21.77235640135936","0.902365368584587","-1716","271.460205078125"
"1940514594","true","2013-12-03 18:35:44.000","2.677760882","-69.74157338","103564.6528-2214348.805","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","23.739226482380843","0.9003264544400879","-1927","271.46020507812506"
"1940514595","true","2013-12-03 19:05:44.000","2.708869644","-69.71879971","104887.0907-2216832.129","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","26.734584058416157","0.8996734666733626","-1929","271.46020507812506"
"1940514596","true","2013-12-03 19:35:44.000","2.73673751","-69.69885253","106071.6602-2219005.593","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","27.692518266827964","0.8992412362035959","-1941","271.460205078125"
"1940514597","true","2013-12-03 20:05:44.000","2.746513371","-69.68202831","106540.2889-2220863.983","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","27.066866825310743","0.8992273848540979","-1960","271.460205078125"
"1940514598","true","2013-12-03 20:35:44.000","2.736564913","-69.62334139","106467.5863-2227429.005","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","26.2678808491544","0.8997472464975559","-2160","271.460205078125"
"1940514599","true","2013-12-03 21:05:44.000","2.722974711","-69.55905506","106280.3841-2234626.782","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","28.28055978903516","0.8998134950224923","-2289","271.46020507812506"
"1940514600","true","2013-12-03 21:35:44.000","2.696272645","-69.51878722","105450.569-2239169.664","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","28.82249792750646","0.8997645320543658","-2290","271.46020507812494"
"1940514601","true","2013-12-03 22:05:44.000","2.702871019","-69.46456447","105994.133-2245209.197","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","29.010658780588923","0.8993350572861504","-2294","271.460205078125"
"1940514602","true","2013-12-03 22:35:44.000","2.717104516","-69.4081717","106850.6297-2251477.667","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","31.60863746501563","0.8987858348528286","-2478","271.46020507812494"
"1940514603","true","2013-12-03 23:05:44.000","2.72355794","-69.39142603","107193.1519-2253335.06","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","32.1427688402567","0.8985988260874644","-2533","271.460205078125"
"1940514604","true","2013-12-03 23:35:44.000","2.731714972","-69.36441253","107657.8506-2256335.672","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","33.072062691154585","0.8982896325516074","-2570","271.460205078125"
"1940514605","true","2013-12-04 00:05:44.000","2.763762553","-69.33898978","109056.907-2259113.553","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","33.32362066621217","0.89803407041846","-2683","271.460205078125"
"1940514606","true","2013-12-04 00:35:44.000","2.781193788","-69.32493028","109820.4578-2260650.084","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","33.4139416879788","0.8987179553730833","-2740","271.460205078125"
"1940514607","true","2013-12-04 01:05:44.000","2.805286952","-69.30301552","110890.9664-2263050.684","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","32.49843479118065","0.8992197512444218","-2762","271.46020507812506"
"1940514608","true","2013-12-04 01:35:44.000","2.832581063","-69.2432912","112298.9995-2269667.037","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","33.96853130375767","0.8988764900719035","-2747","271.460205078125"
"1940514609","true","2013-12-04 02:05:44.000","2.844408707","-69.2124759","112938.5238-2273085.404","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","34.76291377915797","0.8989354413366601","-2858","271.460205078125"
"1940514610","true","2013-12-04 02:35:44.000","2.8433882","-69.2057283","112935.469-2273841.064","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","35.150052660575646","0.8996648839701293","-2968","271.46020507812506"
"1940514611","true","2013-12-04 03:05:44.000","2.841267699","-69.16996444","113049.5763-2277840.024","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","35.02938222411856","0.8994200467615696","-3195","271.460205078125"
"1940514612","true","2013-12-04 03:35:44.000","2.837824508","-69.14383802","113057.363-2280765.391","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","34.909598514433526","0.8992993107782459","-3306","271.46020507812494"
"1940514613","true","2013-12-04 04:05:44.000","2.843159637","-69.11863922","113409.5476-2283570.019","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","34.6674016234513","0.8988355059660337","-3479","271.460205078125"
"1940514614","true","2013-12-04 04:35:44.000","2.854156413","-69.06384289","114153.0696-2289670.656","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","34.128995314934166","0.8956957597606895","-3721","271.460205078125"
"1940514615","true","2013-12-04 05:05:44.000","2.849635939","-69.03603797","114127.0806-2292786.736","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","34.33727648127113","0.8945766366766427","-3769","271.46020507812494"
"1940514616","true","2013-12-04 05:35:44.000","2.844365131","-69.03504888","113921.6516-2292907.757","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","34.411914705956306","0.8956167283461509","-3769","271.46020507812506"
"1940514617","true","2013-12-04 06:05:44.000","2.839548586","-69.03407227","113734.3122-2293026.464","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","34.46887146683123","0.8964804137923899","-3774","271.460205078125"
"1940514618","true","2013-12-04 06:35:44.000","2.839850608","-69.02714169","113784.8195-2293800.38","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","34.65377209631262","0.8960444347898177","-3774","271.460205078125"
"1940514619","true","2013-12-04 07:05:44.000","2.845636695","-69.01409398","114088.9416-2295247.041","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","35.085842422011396","0.8950987428356963","-3785","271.46020507812506"
"1940514620","true","2013-12-04 07:35:44.000","2.841718016","-69.0131432","113937.235-2295361.098","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","35.1229180394797","0.8952997019771685","-3785","271.460205078125"
"1940514621","true","2013-12-04 08:05:44.000","2.838142146","-69.01222018","113799.0937-2295471.361","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","35.158626351081445","0.8954839457533332","-3794","271.460205078125"
"1940514622","true","2013-12-04 08:35:44.000","2.841223886","-68.99675803","114008.3228-2297193.322","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","35.71927175873939","0.8926002545782287","-3807","271.46020507812494"
"1940514623","true","2013-12-04 09:05:44.000","2.859247267","-68.94779193","115004.2882-2302630.374","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","36.587604554421304","0.8937681683501785","-3751","271.460205078125"
"1940514624","true","2013-12-04 09:35:44.000","2.867202708","-68.92301462","115462.7218-2305384.087","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","35.56097450804408","0.894940089593558","-3756","271.46020507812494"
"1940514625","true","2013-12-04 10:05:44.000","2.866240567","-68.9214384","115432.8306-2305562.23","true","1314","1","gps","Thalassoica antarctica","4165875GPS","4165875","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","35.495530346053435","0.8950478634376091","-3756","271.460205078125"
