"event-id","visible","timestamp","location-long","location-lat","comments","modelled","study-specific-measurement","tag-tech-spec","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","OSU Ocean NPP 0.083deg Monthly NPP","ECMWF Interim Full Daily SFC Sea Ice Cover","ETOPO1 Elevation","ECMWF Interim Full Daily SFC Sea Surface Temperature"
"1940520125","true","2013-12-01 22:29:55.000","-1.831945351","-70.015618","-69888.03904-2185067.937","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","44.04749484869392","0.7252339076023724","-440","271.46020507812494"
"1940520126","true","2013-12-01 22:59:55.000","-2.12112835","-69.87425009","-81499.39286-2200450.429","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","41.24673002681371","0.7225142002552783","-1517","271.460205078125"
"1940520127","true","2013-12-01 23:29:55.000","-2.309875758","-69.79255824","-89115.30271-2209280.826","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","37.06373113062393","0.711384481210713","-2298","271.460205078125"
"1940520128","true","2013-12-01 23:59:55.000","-2.48557568","-69.67260404","-96470.55222-2222377.573","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","33.81458598860868","0.7317441417884949","-2805","271.460205078125"
"1940520129","true","2013-12-02 00:29:55.000","-2.646158709","-69.52795975","-103444.7207-2238237.363","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","31.99155664210852","0.7531477880995932","-2694","271.46020507812494"
"1940520130","true","2013-12-02 00:59:55.000","-2.64921511","-69.48724691","-103774.3642-2242775.7","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","31.36868801409454","0.7617208331134784","-2925","271.46020507812494"
"1940520131","true","2013-12-02 01:29:55.000","-2.655608739","-69.44329726","-104252.1732-2247669.821","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","29.057863580032176","0.7710022465777064","-3102","271.46020507812494"
"1940520132","true","2013-12-02 01:59:55.000","-2.686835559","-69.37520079","-105833.9184-2255214.789","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","25.704408139965683","0.7847867826989904","-3212","271.460205078125"
"1940520133","true","2013-12-02 02:29:55.000","-2.71879667","-69.30414334","-107468.6946-2263089.555","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","26.216062644437184","0.7989660011479003","-3251","271.46020507812494"
"1940520134","true","2013-12-02 02:59:55.000","-2.769549361","-69.17228479","-110185.7287-2277720.536","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","23.80000166225874","0.8228321623797835","-3429","271.460205078125"
"1940520135","true","2013-12-02 03:29:55.000","-2.777826069","-69.16804467","-110537.74-2278178.264","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","23.86531573980969","0.8243659998588229","-3422","271.460205078125"
"1940520136","true","2013-12-02 03:59:55.000","-2.789079801","-69.16996496","-110974.7548-2277941.992","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","23.84526407077136","0.8248874607823767","-3422","271.460205078125"
"1940520137","true","2013-12-02 04:29:55.000","-2.805386003","-69.16747233","-111636.6903-2278188.766","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","24.549320654683388","0.8261010755313272","-3411","271.460205078125"
"1940520138","true","2013-12-02 04:59:55.000","-2.823183825","-69.16385333","-112364.2962-2278558.25","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","24.55155183688332","0.8274898313680589","-3399","271.460205078125"
"1940520139","true","2013-12-02 05:29:55.000","-2.881066304","-69.09365536","-115060.7989-2286285.763","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","26.47312771819854","0.8394647815878357","-3440","271.460205078125"
"1940520140","true","2013-12-02 05:59:55.000","-2.922305301","-69.02372466","-117105.2145-2294016.1","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","26.697269300137727","0.8526209195729395","-3469","271.460205078125"
"1940520141","true","2013-12-02 06:29:55.000","-2.935970828","-69.00168753","-117778.656-2296450.756","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","27.299772352103243","0.8558535333072429","-3505","271.46020507812494"
"1940520142","true","2013-12-02 06:59:55.000","-2.945790344","-68.99964385","-118183.9793-2296658.926","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","27.37137395331321","0.8659264494179691","-3516","271.46020507812494"
"1940520143","true","2013-12-02 07:29:55.000","-2.955011532","-68.98579468","-118633.4961-2298187.592","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","27.745884704311628","0.8663098826716433","-3563","271.46020507812494"
"1940520144","true","2013-12-02 07:59:55.000","-2.969230493","-68.95355074","-119390.7466-2301761.72","true","1314","1","gps","Thalassoica antarctica","4165869GPS","4165869","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","28.471410313015795","0.8703588436664108","-3729","271.46020507812494"
