"event-id","visible","timestamp","location-long","location-lat","comments","modelled","study-specific-measurement","tag-tech-spec","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","OSU Ocean NPP 0.083deg Monthly NPP","ECMWF Interim Full Daily SFC Sea Ice Cover","ETOPO1 Elevation","ECMWF Interim Full Daily SFC Sea Surface Temperature"
"1940495569","true","2012-01-21 19:41:52.000","-5.868325746","-70.27496134","-220564.429-2145959.667","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","233.05919934627786","0.5818282886630195","-466","271.46044921875"
"1940495570","true","2012-01-21 20:11:52.000","-5.928570798","-70.26531596","-222931.7849-2146796.017","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","236.23851005102836","0.5816420684849382","-492","271.46044921875"
"1940495571","true","2012-01-21 20:41:52.000","-5.959157626","-70.27367611","-223981.0472-2145749.8","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","245.99642699340117","0.5815895664713973","-488","271.46044921874994"
"1940495572","true","2012-01-21 21:11:52.000","-6.004663942","-70.28156579","-225593.2052-2144696.584","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","244.14111459244702","0.38618896681480214","-382","271.46044921875"
"1940495573","true","2012-01-21 21:41:52.000","-6.279147689","-70.15308297","-237431.7793-2157829.939","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","245.8088019974901","0.4134385414782705","-1158","271.46044921874994"
"1940495574","true","2012-01-21 22:11:52.000","-6.408837784","-70.11500486","-242789.4479-2161506.834","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","212.15004158306417","0.4213181528838817","-1577","271.46044921875"
"1940495575","true","2012-01-21 22:41:52.000","-6.987170438","-69.97890499","-266441.3279-2174014.817","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","654.888350421174","0.3546710366574688","-1726","271.46044921875"
"1940495576","true","2012-01-21 23:11:52.000","-7.019612493","-69.97112427","-267778.3467-2174725.194","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","664.4780868516193","0.35573465904384294","-1753","271.46044921875006"
"1940495577","true","2012-01-21 23:41:52.000","-7.307092145","-69.87859837","-279999.71-2183595.087","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","543.818837174441","0.3619959435030543","-2021","271.46044921874994"
"1940495578","true","2012-01-22 00:11:52.000","-7.684950256","-69.77289304","-295971.8455-2193393.898","true","1112","1","gps","Thalassoica antarctica","4182001GPS","4182001","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","691.8802783259607","0.30781543879428047","-2576","271.4743283334455"
